tax_id,resident,breeding,nonbreeding,type
22678348,TRUE,FALSE,FALSE,solo_resident
22678354,TRUE,FALSE,FALSE,solo_resident
22678357,TRUE,FALSE,FALSE,solo_resident
22678360,TRUE,FALSE,FALSE,solo_resident
22678364,TRUE,FALSE,FALSE,solo_resident
22678367,TRUE,FALSE,FALSE,solo_resident
22678370,TRUE,FALSE,FALSE,solo_resident
22678373,TRUE,FALSE,FALSE,solo_resident
22678376,TRUE,FALSE,FALSE,solo_resident
22678379,TRUE,FALSE,FALSE,solo_resident
22678382,TRUE,FALSE,FALSE,solo_resident
22678386,TRUE,FALSE,FALSE,solo_resident
22678389,TRUE,FALSE,FALSE,solo_resident
22678392,TRUE,FALSE,FALSE,solo_resident
22678395,TRUE,FALSE,FALSE,solo_resident
22678398,TRUE,FALSE,FALSE,solo_resident
22678401,TRUE,FALSE,FALSE,solo_resident
22678422,TRUE,FALSE,FALSE,solo_resident
22678429,TRUE,FALSE,FALSE,solo_resident
22678440,TRUE,FALSE,FALSE,solo_resident
22678443,TRUE,FALSE,FALSE,solo_resident
22678446,TRUE,FALSE,FALSE,solo_resident
22678449,TRUE,FALSE,FALSE,solo_resident
22678453,TRUE,FALSE,FALSE,solo_resident
22678461,TRUE,FALSE,FALSE,solo_resident
22678464,TRUE,FALSE,FALSE,solo_resident
22678472,TRUE,FALSE,FALSE,solo_resident
22678478,TRUE,FALSE,FALSE,solo_resident
22678486,TRUE,FALSE,FALSE,solo_resident
22678497,TRUE,FALSE,FALSE,solo_resident
22678521,TRUE,FALSE,FALSE,solo_resident
22678525,TRUE,FALSE,FALSE,solo_resident
22678530,TRUE,FALSE,FALSE,solo_resident
22678534,TRUE,FALSE,FALSE,solo_resident
22678537,TRUE,FALSE,FALSE,solo_resident
22678544,TRUE,FALSE,FALSE,solo_resident
22678551,TRUE,FALSE,FALSE,solo_resident
22678555,TRUE,FALSE,FALSE,solo_resident
22678559,TRUE,FALSE,FALSE,solo_resident
22678564,TRUE,FALSE,FALSE,solo_resident
22678568,TRUE,FALSE,FALSE,solo_resident
22678572,TRUE,FALSE,FALSE,solo_resident
22678576,TRUE,FALSE,FALSE,solo_resident
22678583,TRUE,FALSE,FALSE,solo_resident
22678588,TRUE,FALSE,FALSE,solo_resident
22678593,TRUE,FALSE,FALSE,solo_resident
22678602,TRUE,FALSE,FALSE,solo_resident
22678607,TRUE,FALSE,FALSE,solo_resident
22678611,TRUE,FALSE,FALSE,solo_resident
22678615,TRUE,FALSE,FALSE,solo_resident
22678620,TRUE,FALSE,FALSE,solo_resident
22678625,TRUE,FALSE,FALSE,solo_resident
22678632,TRUE,FALSE,FALSE,solo_resident
22678646,TRUE,FALSE,FALSE,solo_resident
22678649,TRUE,FALSE,FALSE,solo_resident
22678652,TRUE,FALSE,FALSE,solo_resident
22678657,TRUE,FALSE,FALSE,solo_resident
22678661,TRUE,FALSE,FALSE,solo_resident
22678664,TRUE,FALSE,FALSE,solo_resident
22678667,TRUE,FALSE,FALSE,solo_resident
22678670,TRUE,FALSE,FALSE,solo_resident
22678673,TRUE,FALSE,FALSE,solo_resident
22678676,TRUE,FALSE,FALSE,solo_resident
22678680,TRUE,FALSE,FALSE,solo_resident
22678684,TRUE,FALSE,FALSE,solo_resident
22678691,TRUE,FALSE,FALSE,solo_resident
22678698,TRUE,FALSE,FALSE,solo_resident
22678703,TRUE,FALSE,FALSE,solo_resident
22678707,TRUE,FALSE,FALSE,solo_resident
22678711,TRUE,FALSE,FALSE,solo_resident
22678714,TRUE,FALSE,FALSE,solo_resident
22678719,TRUE,FALSE,FALSE,solo_resident
22678722,TRUE,FALSE,FALSE,solo_resident
22678725,TRUE,FALSE,FALSE,solo_resident
22678728,TRUE,FALSE,FALSE,solo_resident
22678733,TRUE,FALSE,FALSE,solo_resident
22678736,TRUE,FALSE,FALSE,solo_resident
22678740,TRUE,FALSE,FALSE,solo_resident
22678744,TRUE,FALSE,FALSE,solo_resident
22678748,TRUE,FALSE,FALSE,solo_resident
22678752,TRUE,FALSE,FALSE,solo_resident
22678756,TRUE,FALSE,FALSE,solo_resident
22678760,TRUE,FALSE,FALSE,solo_resident
22678764,TRUE,FALSE,FALSE,solo_resident
22678769,TRUE,FALSE,FALSE,solo_resident
22678790,TRUE,FALSE,FALSE,solo_resident
22678795,TRUE,FALSE,FALSE,solo_resident
22678799,TRUE,FALSE,FALSE,solo_resident
22678803,TRUE,FALSE,FALSE,solo_resident
22678807,TRUE,FALSE,FALSE,solo_resident
22678811,TRUE,FALSE,FALSE,solo_resident
22678815,TRUE,FALSE,FALSE,solo_resident
22678819,TRUE,FALSE,FALSE,solo_resident
22678823,TRUE,FALSE,FALSE,solo_resident
22678827,TRUE,FALSE,FALSE,solo_resident
22678831,TRUE,FALSE,FALSE,solo_resident
22678835,TRUE,FALSE,FALSE,solo_resident
22678839,TRUE,FALSE,FALSE,solo_resident
22678843,TRUE,FALSE,FALSE,solo_resident
22678847,TRUE,FALSE,FALSE,solo_resident
22678851,TRUE,FALSE,FALSE,solo_resident
22678855,TRUE,FALSE,FALSE,solo_resident
22678860,TRUE,FALSE,FALSE,solo_resident
22678865,TRUE,FALSE,FALSE,solo_resident
22678869,TRUE,FALSE,FALSE,solo_resident
22678883,TRUE,FALSE,FALSE,solo_resident
22678887,TRUE,FALSE,FALSE,solo_resident
22678891,TRUE,FALSE,FALSE,solo_resident
22678896,TRUE,FALSE,FALSE,solo_resident
22678901,TRUE,FALSE,FALSE,solo_resident
22678911,TRUE,FALSE,FALSE,solo_resident
22678916,TRUE,FALSE,FALSE,solo_resident
22678919,TRUE,FALSE,FALSE,solo_resident
22678927,TRUE,FALSE,FALSE,solo_resident
22678934,TRUE,FALSE,FALSE,solo_resident
22678955,TRUE,FALSE,FALSE,solo_resident
22678965,TRUE,FALSE,FALSE,solo_resident
22678971,TRUE,FALSE,FALSE,solo_resident
22678979,TRUE,FALSE,FALSE,solo_resident
22678993,TRUE,FALSE,FALSE,solo_resident
22678997,TRUE,FALSE,FALSE,solo_resident
22679002,TRUE,FALSE,FALSE,solo_resident
22679007,TRUE,FALSE,FALSE,solo_resident
22679012,TRUE,FALSE,FALSE,solo_resident
22679017,TRUE,FALSE,FALSE,solo_resident
22679020,TRUE,FALSE,FALSE,solo_resident
22679023,TRUE,FALSE,FALSE,solo_resident
22679026,TRUE,FALSE,FALSE,solo_resident
22679029,TRUE,FALSE,FALSE,solo_resident
22679032,TRUE,FALSE,FALSE,solo_resident
22679035,TRUE,FALSE,FALSE,solo_resident
22679038,TRUE,FALSE,FALSE,solo_resident
22679044,TRUE,FALSE,FALSE,solo_resident
22679047,TRUE,FALSE,FALSE,solo_resident
22679050,TRUE,FALSE,FALSE,solo_resident
22679054,TRUE,FALSE,FALSE,solo_resident
22679057,TRUE,FALSE,FALSE,solo_resident
22679060,TRUE,FALSE,FALSE,solo_resident
22679063,TRUE,FALSE,FALSE,solo_resident
22679094,TRUE,FALSE,FALSE,solo_resident
22679103,TRUE,FALSE,FALSE,solo_resident
22679106,TRUE,FALSE,FALSE,solo_resident
22679110,TRUE,FALSE,FALSE,solo_resident
22679114,TRUE,FALSE,FALSE,solo_resident
22679131,TRUE,FALSE,FALSE,solo_resident
22679134,TRUE,FALSE,FALSE,solo_resident
22679137,TRUE,FALSE,FALSE,solo_resident
22679141,TRUE,FALSE,FALSE,solo_resident
22679144,TRUE,FALSE,FALSE,solo_resident
22679147,TRUE,FALSE,FALSE,solo_resident
22679157,TRUE,FALSE,FALSE,solo_resident
22679163,TRUE,FALSE,FALSE,solo_resident
22679169,TRUE,FALSE,FALSE,solo_resident
22679172,TRUE,FALSE,FALSE,solo_resident
22679179,TRUE,FALSE,FALSE,solo_resident
22679182,TRUE,FALSE,FALSE,solo_resident
22679185,TRUE,FALSE,FALSE,solo_resident
22679192,TRUE,FALSE,FALSE,solo_resident
22679203,TRUE,FALSE,FALSE,solo_resident
22679209,TRUE,FALSE,FALSE,solo_resident
22679213,TRUE,FALSE,FALSE,solo_resident
22679217,TRUE,FALSE,FALSE,solo_resident
22679220,TRUE,FALSE,FALSE,solo_resident
22679241,TRUE,FALSE,FALSE,solo_resident
22679274,TRUE,FALSE,FALSE,solo_resident
22679278,TRUE,FALSE,FALSE,solo_resident
22679287,TRUE,FALSE,FALSE,solo_resident
22679292,TRUE,FALSE,FALSE,solo_resident
22679299,TRUE,FALSE,FALSE,solo_resident
22679307,TRUE,FALSE,FALSE,solo_resident
22679312,TRUE,FALSE,FALSE,solo_resident
22679325,TRUE,FALSE,FALSE,solo_resident
22679330,TRUE,FALSE,FALSE,solo_resident
22679336,TRUE,FALSE,FALSE,solo_resident
22679340,TRUE,FALSE,FALSE,solo_resident
22679346,TRUE,FALSE,FALSE,solo_resident
22679355,TRUE,FALSE,FALSE,solo_resident
22679358,TRUE,FALSE,FALSE,solo_resident
22679361,TRUE,FALSE,FALSE,solo_resident
22679365,TRUE,FALSE,FALSE,solo_resident
22679372,TRUE,FALSE,FALSE,solo_resident
22679385,TRUE,FALSE,FALSE,solo_resident
22679393,TRUE,FALSE,FALSE,solo_resident
22679398,TRUE,FALSE,FALSE,solo_resident
22679412,TRUE,FALSE,FALSE,solo_resident
22679430,TRUE,FALSE,FALSE,solo_resident
22679435,TRUE,FALSE,FALSE,solo_resident
22679440,TRUE,FALSE,FALSE,solo_resident
22679446,TRUE,FALSE,FALSE,solo_resident
22679473,TRUE,FALSE,FALSE,solo_resident
22679480,TRUE,FALSE,FALSE,solo_resident
22679483,TRUE,FALSE,FALSE,solo_resident
22679487,TRUE,FALSE,FALSE,solo_resident
22679491,TRUE,FALSE,FALSE,solo_resident
22679494,TRUE,FALSE,FALSE,solo_resident
22679497,TRUE,FALSE,FALSE,solo_resident
22679500,TRUE,FALSE,FALSE,solo_resident
22679503,TRUE,FALSE,FALSE,solo_resident
22679511,TRUE,FALSE,FALSE,solo_resident
22679514,TRUE,FALSE,FALSE,solo_resident
22679519,TRUE,FALSE,FALSE,solo_resident
22679525,TRUE,FALSE,FALSE,solo_resident
22679529,TRUE,FALSE,FALSE,solo_resident
22679545,TRUE,FALSE,FALSE,solo_resident
22679551,TRUE,FALSE,FALSE,solo_resident
22679555,TRUE,FALSE,FALSE,solo_resident
22679560,TRUE,FALSE,FALSE,solo_resident
22679572,TRUE,FALSE,FALSE,solo_resident
22679576,TRUE,FALSE,FALSE,solo_resident
22679581,TRUE,FALSE,FALSE,solo_resident
22679586,TRUE,FALSE,FALSE,solo_resident
22679591,TRUE,FALSE,FALSE,solo_resident
22679594,TRUE,FALSE,FALSE,solo_resident
22679597,TRUE,FALSE,FALSE,solo_resident
22679603,TRUE,FALSE,FALSE,solo_resident
22679609,TRUE,FALSE,FALSE,solo_resident
22679615,TRUE,FALSE,FALSE,solo_resident
22679623,TRUE,FALSE,FALSE,solo_resident
22679630,TRUE,FALSE,FALSE,solo_resident
22679635,TRUE,FALSE,FALSE,solo_resident
22679640,TRUE,FALSE,FALSE,solo_resident
22679645,TRUE,FALSE,FALSE,solo_resident
22679650,TRUE,FALSE,FALSE,solo_resident
22679655,TRUE,FALSE,FALSE,solo_resident
22679663,TRUE,FALSE,FALSE,solo_resident
22679668,TRUE,FALSE,FALSE,solo_resident
22679673,TRUE,FALSE,FALSE,solo_resident
22679678,TRUE,FALSE,FALSE,solo_resident
22679683,TRUE,FALSE,FALSE,solo_resident
22679688,TRUE,FALSE,FALSE,solo_resident
22679693,TRUE,FALSE,FALSE,solo_resident
22679698,TRUE,FALSE,FALSE,solo_resident
22679703,TRUE,FALSE,FALSE,solo_resident
22679708,TRUE,FALSE,FALSE,solo_resident
22679717,TRUE,FALSE,FALSE,solo_resident
22679720,TRUE,FALSE,FALSE,solo_resident
22679723,TRUE,FALSE,FALSE,solo_resident
22679726,TRUE,FALSE,FALSE,solo_resident
22679729,TRUE,FALSE,FALSE,solo_resident
22679735,TRUE,FALSE,FALSE,solo_resident
22679740,TRUE,FALSE,FALSE,solo_resident
22679753,TRUE,FALSE,FALSE,solo_resident
22679763,TRUE,FALSE,FALSE,solo_resident
22679770,TRUE,FALSE,FALSE,solo_resident
22679785,TRUE,FALSE,FALSE,solo_resident
22679789,TRUE,FALSE,FALSE,solo_resident
22679820,TRUE,FALSE,FALSE,solo_resident
22679830,TRUE,FALSE,FALSE,solo_resident
22679833,TRUE,FALSE,FALSE,solo_resident
22679836,TRUE,FALSE,FALSE,solo_resident
22679843,TRUE,FALSE,FALSE,solo_resident
22679929,TRUE,FALSE,FALSE,solo_resident
22679958,TRUE,FALSE,FALSE,solo_resident
22679961,TRUE,FALSE,FALSE,solo_resident
22679972,TRUE,FALSE,FALSE,solo_resident
22679987,TRUE,FALSE,FALSE,solo_resident
22680007,TRUE,FALSE,FALSE,solo_resident
22680011,TRUE,FALSE,FALSE,solo_resident
22680015,TRUE,FALSE,FALSE,solo_resident
22680021,TRUE,FALSE,FALSE,solo_resident
22680029,TRUE,FALSE,FALSE,solo_resident
22680038,TRUE,FALSE,FALSE,solo_resident
22680047,TRUE,FALSE,FALSE,solo_resident
22680052,TRUE,FALSE,FALSE,solo_resident
22680057,TRUE,FALSE,FALSE,solo_resident
22680061,TRUE,FALSE,FALSE,solo_resident
22680064,TRUE,FALSE,FALSE,solo_resident
22680070,TRUE,FALSE,FALSE,solo_resident
22680095,TRUE,FALSE,FALSE,solo_resident
22680101,TRUE,FALSE,FALSE,solo_resident
22680111,TRUE,FALSE,FALSE,solo_resident
22680115,TRUE,FALSE,FALSE,solo_resident
22680118,TRUE,FALSE,FALSE,solo_resident
22680121,TRUE,FALSE,FALSE,solo_resident
22680127,TRUE,FALSE,FALSE,solo_resident
22680130,TRUE,FALSE,FALSE,solo_resident
22680145,TRUE,FALSE,FALSE,solo_resident
22680170,TRUE,FALSE,FALSE,solo_resident
22680199,TRUE,FALSE,FALSE,solo_resident
22680203,TRUE,FALSE,FALSE,solo_resident
22680214,TRUE,FALSE,FALSE,solo_resident
22680217,TRUE,FALSE,FALSE,solo_resident
22680221,TRUE,FALSE,FALSE,solo_resident
22680225,TRUE,FALSE,FALSE,solo_resident
22680236,TRUE,FALSE,FALSE,solo_resident
22680240,TRUE,FALSE,FALSE,solo_resident
22680243,TRUE,FALSE,FALSE,solo_resident
22680252,TRUE,FALSE,FALSE,solo_resident
22680271,TRUE,FALSE,FALSE,solo_resident
22680277,TRUE,FALSE,FALSE,solo_resident
22680280,TRUE,FALSE,FALSE,solo_resident
22680287,TRUE,FALSE,FALSE,solo_resident
22680290,TRUE,FALSE,FALSE,solo_resident
22680306,TRUE,FALSE,FALSE,solo_resident
22680310,TRUE,FALSE,FALSE,solo_resident
22680326,TRUE,FALSE,FALSE,solo_resident
22680332,TRUE,FALSE,FALSE,solo_resident
22680336,TRUE,FALSE,FALSE,solo_resident
22680344,TRUE,FALSE,FALSE,solo_resident
22680351,TRUE,FALSE,FALSE,solo_resident
22680354,TRUE,FALSE,FALSE,solo_resident
22680380,TRUE,FALSE,FALSE,solo_resident
22680387,TRUE,FALSE,FALSE,solo_resident
22680395,TRUE,FALSE,FALSE,solo_resident
22680482,TRUE,FALSE,FALSE,solo_resident
22680496,TRUE,FALSE,FALSE,solo_resident
22680500,TRUE,FALSE,FALSE,solo_resident
22680512,TRUE,FALSE,FALSE,solo_resident
22680542,TRUE,FALSE,FALSE,solo_resident
22680549,TRUE,FALSE,FALSE,solo_resident
22680552,TRUE,FALSE,FALSE,solo_resident
22680556,TRUE,FALSE,FALSE,solo_resident
22680560,TRUE,FALSE,FALSE,solo_resident
22680572,TRUE,FALSE,FALSE,solo_resident
22680588,TRUE,FALSE,FALSE,solo_resident
22680592,TRUE,FALSE,FALSE,solo_resident
22680595,TRUE,FALSE,FALSE,solo_resident
22680599,TRUE,FALSE,FALSE,solo_resident
22680608,TRUE,FALSE,FALSE,solo_resident
22680612,TRUE,FALSE,FALSE,solo_resident
22680616,TRUE,FALSE,FALSE,solo_resident
22680620,TRUE,FALSE,FALSE,solo_resident
22680623,TRUE,FALSE,FALSE,solo_resident
22680634,TRUE,FALSE,FALSE,solo_resident
22680638,TRUE,FALSE,FALSE,solo_resident
22680643,TRUE,FALSE,FALSE,solo_resident
22680647,TRUE,FALSE,FALSE,solo_resident
22680652,TRUE,FALSE,FALSE,solo_resident
22680655,TRUE,FALSE,FALSE,solo_resident
22680659,TRUE,FALSE,FALSE,solo_resident
22680663,TRUE,FALSE,FALSE,solo_resident
22680667,TRUE,FALSE,FALSE,solo_resident
22680672,TRUE,FALSE,FALSE,solo_resident
22680677,TRUE,FALSE,FALSE,solo_resident
22680689,TRUE,FALSE,FALSE,solo_resident
22680694,TRUE,FALSE,FALSE,solo_resident
22680697,TRUE,FALSE,FALSE,solo_resident
22680700,TRUE,FALSE,FALSE,solo_resident
22680706,TRUE,FALSE,FALSE,solo_resident
22680714,TRUE,FALSE,FALSE,solo_resident
22680717,TRUE,FALSE,FALSE,solo_resident
22680720,TRUE,FALSE,FALSE,solo_resident
22680723,TRUE,FALSE,FALSE,solo_resident
22680726,TRUE,FALSE,FALSE,solo_resident
22680730,TRUE,FALSE,FALSE,solo_resident
22680733,TRUE,FALSE,FALSE,solo_resident
22680736,TRUE,FALSE,FALSE,solo_resident
22680739,TRUE,FALSE,FALSE,solo_resident
22680742,TRUE,FALSE,FALSE,solo_resident
22680750,TRUE,FALSE,FALSE,solo_resident
22680753,TRUE,FALSE,FALSE,solo_resident
22680756,TRUE,FALSE,FALSE,solo_resident
22680759,TRUE,FALSE,FALSE,solo_resident
22680762,TRUE,FALSE,FALSE,solo_resident
22680765,TRUE,FALSE,FALSE,solo_resident
22680768,TRUE,FALSE,FALSE,solo_resident
22680771,TRUE,FALSE,FALSE,solo_resident
22680774,TRUE,FALSE,FALSE,solo_resident
22680777,TRUE,FALSE,FALSE,solo_resident
22680781,TRUE,FALSE,FALSE,solo_resident
22680784,TRUE,FALSE,FALSE,solo_resident
22680789,TRUE,FALSE,FALSE,solo_resident
22680792,TRUE,FALSE,FALSE,solo_resident
22680795,TRUE,FALSE,FALSE,solo_resident
22680798,TRUE,FALSE,FALSE,solo_resident
22680804,TRUE,FALSE,FALSE,solo_resident
22680807,TRUE,FALSE,FALSE,solo_resident
22680816,TRUE,FALSE,FALSE,solo_resident
22680824,TRUE,FALSE,FALSE,solo_resident
22680828,TRUE,FALSE,FALSE,solo_resident
22680831,TRUE,FALSE,FALSE,solo_resident
22680834,TRUE,FALSE,FALSE,solo_resident
22680837,TRUE,FALSE,FALSE,solo_resident
22680840,TRUE,FALSE,FALSE,solo_resident
22680843,TRUE,FALSE,FALSE,solo_resident
22680847,TRUE,FALSE,FALSE,solo_resident
22680850,TRUE,FALSE,FALSE,solo_resident
22680853,TRUE,FALSE,FALSE,solo_resident
22680856,TRUE,FALSE,FALSE,solo_resident
22680859,TRUE,FALSE,FALSE,solo_resident
22680862,TRUE,FALSE,FALSE,solo_resident
22680865,TRUE,FALSE,FALSE,solo_resident
22680880,TRUE,FALSE,FALSE,solo_resident
22680883,TRUE,FALSE,FALSE,solo_resident
22680887,TRUE,FALSE,FALSE,solo_resident
22680897,TRUE,FALSE,FALSE,solo_resident
22680902,TRUE,FALSE,FALSE,solo_resident
22680906,TRUE,FALSE,FALSE,solo_resident
22680910,TRUE,FALSE,FALSE,solo_resident
22680914,TRUE,FALSE,FALSE,solo_resident
22680919,TRUE,FALSE,FALSE,solo_resident
22680937,TRUE,FALSE,FALSE,solo_resident
22680941,TRUE,FALSE,FALSE,solo_resident
22680945,TRUE,FALSE,FALSE,solo_resident
22680949,TRUE,FALSE,FALSE,solo_resident
22680954,TRUE,FALSE,FALSE,solo_resident
22680959,TRUE,FALSE,FALSE,solo_resident
22680963,TRUE,FALSE,FALSE,solo_resident
22680967,TRUE,FALSE,FALSE,solo_resident
22680978,TRUE,FALSE,FALSE,solo_resident
22680982,TRUE,FALSE,FALSE,solo_resident
22680989,TRUE,FALSE,FALSE,solo_resident
22680996,TRUE,FALSE,FALSE,solo_resident
22681018,TRUE,FALSE,FALSE,solo_resident
22681023,TRUE,FALSE,FALSE,solo_resident
22681030,TRUE,FALSE,FALSE,solo_resident
22681042,TRUE,FALSE,FALSE,solo_resident
22681046,TRUE,FALSE,FALSE,solo_resident
22681052,TRUE,FALSE,FALSE,solo_resident
22681060,TRUE,FALSE,FALSE,solo_resident
22681064,TRUE,FALSE,FALSE,solo_resident
22681068,TRUE,FALSE,FALSE,solo_resident
22681072,TRUE,FALSE,FALSE,solo_resident
22681076,TRUE,FALSE,FALSE,solo_resident
22681079,TRUE,FALSE,FALSE,solo_resident
22681089,TRUE,FALSE,FALSE,solo_resident
22681092,TRUE,FALSE,FALSE,solo_resident
22681095,TRUE,FALSE,FALSE,solo_resident
22681111,TRUE,FALSE,FALSE,solo_resident
22681114,TRUE,FALSE,FALSE,solo_resident
22681124,TRUE,FALSE,FALSE,solo_resident
22681127,TRUE,FALSE,FALSE,solo_resident
22681130,TRUE,FALSE,FALSE,solo_resident
22681133,TRUE,FALSE,FALSE,solo_resident
22681136,TRUE,FALSE,FALSE,solo_resident
22681139,TRUE,FALSE,FALSE,solo_resident
22681144,TRUE,FALSE,FALSE,solo_resident
22681149,TRUE,FALSE,FALSE,solo_resident
22681152,TRUE,FALSE,FALSE,solo_resident
22681155,TRUE,FALSE,FALSE,solo_resident
22681158,TRUE,FALSE,FALSE,solo_resident
22681161,TRUE,FALSE,FALSE,solo_resident
22681166,TRUE,FALSE,FALSE,solo_resident
22681169,TRUE,FALSE,FALSE,solo_resident
22681181,TRUE,FALSE,FALSE,solo_resident
22681184,TRUE,FALSE,FALSE,solo_resident
22681187,TRUE,FALSE,FALSE,solo_resident
22681190,TRUE,FALSE,FALSE,solo_resident
22681193,TRUE,FALSE,FALSE,solo_resident
22681199,TRUE,FALSE,FALSE,solo_resident
22681202,TRUE,FALSE,FALSE,solo_resident
22681205,TRUE,FALSE,FALSE,solo_resident
22681208,TRUE,FALSE,FALSE,solo_resident
22681212,TRUE,FALSE,FALSE,solo_resident
22681215,TRUE,FALSE,FALSE,solo_resident
22681219,TRUE,FALSE,FALSE,solo_resident
22681222,TRUE,FALSE,FALSE,solo_resident
22681225,TRUE,FALSE,FALSE,solo_resident
22681228,TRUE,FALSE,FALSE,solo_resident
22681231,TRUE,FALSE,FALSE,solo_resident
22681234,TRUE,FALSE,FALSE,solo_resident
22681237,TRUE,FALSE,FALSE,solo_resident
22681240,TRUE,FALSE,FALSE,solo_resident
22681243,TRUE,FALSE,FALSE,solo_resident
22681246,TRUE,FALSE,FALSE,solo_resident
22681250,TRUE,FALSE,FALSE,solo_resident
22681269,TRUE,FALSE,FALSE,solo_resident
22681272,TRUE,FALSE,FALSE,solo_resident
22681290,TRUE,FALSE,FALSE,solo_resident
22681293,TRUE,FALSE,FALSE,solo_resident
22681297,TRUE,FALSE,FALSE,solo_resident
22681314,TRUE,FALSE,FALSE,solo_resident
22681317,TRUE,FALSE,FALSE,solo_resident
22681320,TRUE,FALSE,FALSE,solo_resident
22681324,TRUE,FALSE,FALSE,solo_resident
22681327,TRUE,FALSE,FALSE,solo_resident
22681331,TRUE,FALSE,FALSE,solo_resident
22681338,TRUE,FALSE,FALSE,solo_resident
22681344,TRUE,FALSE,FALSE,solo_resident
22681360,TRUE,FALSE,FALSE,solo_resident
22681363,TRUE,FALSE,FALSE,solo_resident
22681373,TRUE,FALSE,FALSE,solo_resident
22681376,TRUE,FALSE,FALSE,solo_resident
22681379,TRUE,FALSE,FALSE,solo_resident
22681382,TRUE,FALSE,FALSE,solo_resident
22681386,TRUE,FALSE,FALSE,solo_resident
22681396,TRUE,FALSE,FALSE,solo_resident
22681399,TRUE,FALSE,FALSE,solo_resident
22681402,TRUE,FALSE,FALSE,solo_resident
22681405,TRUE,FALSE,FALSE,solo_resident
22681408,TRUE,FALSE,FALSE,solo_resident
22681411,TRUE,FALSE,FALSE,solo_resident
22681414,TRUE,FALSE,FALSE,solo_resident
22681417,TRUE,FALSE,FALSE,solo_resident
22681425,TRUE,FALSE,FALSE,solo_resident
22681428,TRUE,FALSE,FALSE,solo_resident
22681431,TRUE,FALSE,FALSE,solo_resident
22681434,TRUE,FALSE,FALSE,solo_resident
22681437,TRUE,FALSE,FALSE,solo_resident
22681447,TRUE,FALSE,FALSE,solo_resident
22681450,TRUE,FALSE,FALSE,solo_resident
22681453,TRUE,FALSE,FALSE,solo_resident
22681456,TRUE,FALSE,FALSE,solo_resident
22681459,TRUE,FALSE,FALSE,solo_resident
22681474,TRUE,FALSE,FALSE,solo_resident
22681478,TRUE,FALSE,FALSE,solo_resident
22681481,TRUE,FALSE,FALSE,solo_resident
22681493,TRUE,FALSE,FALSE,solo_resident
