"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","sd.tavg","sd.tmin","sd.tmax","sd.prec","sd.pet","sd.npp","sd.npp.sd","rng.tavg","rng.tmin","rng.tmax","rng.prec","rng.pet","rng.npp","rng.npp.sd"
"Amphiesma stolatum","reptile","Squamata","Colubridae",13,"tavg",-0.106360282839805,-0.106764094524284,0.1,1.42356775001746,1.49964550945995,1.49607145104817,70.1120580760236,92.1293477239925,0.583226129461389,0.265919787176489,4.4857482910156,5.1164989471436,4.98766517639161,208.833343505859,276.01000976563,1.77744317054749,0.975834041833876
"Aneides lugubris","amphibian","Caudata","Plethodontidae",8,"tavg",0.236827486420811,0.241410398311595,0.2,0.833356893441693,0.428292343269774,1.45688433153879,6.76709103996263,102.753426878137,0.498583405193887,0.193126181726009,2.4515829086304,1.31666707992553,3.9766654968261,20.0833320617676,273.05993652344,1.32687163352967,0.52569949626923
"Anolis carolinensis","reptile","Squamata","Dactyloidae",7,"tavg",0.198358475734858,0.201023215845887,0.25,1.40392161416916,1.63289657634342,1.4079163546506,9.51551429283239,73.8112968437683,0.698161496012112,0.264551878477388,4.3429584503174,4.7066669464111,4.5769996643066,24.250007629395,201.54992675781,2.01374268531799,0.702633023262027
"Arthroleptis poecilonotus","amphibian","Anura","Arthroleptidae",7,"tavg",0.436765004435862,0.468226200363418,0.25,1.3029866739446,1.53812488863692,1.46426250006785,25.263007446727,95.4839460544995,0.592042295885123,0.213265130498009,3.412166595459,4.6381673812867,3.9214992523194,67.5,291.81994628907,1.56001305580139,0.480808794498443
"Aspidoscelis tigris","reptile","Squamata","Teiidae",20,"tavg",-0.406634349395248,-0.431572161644177,0.0588235294117647,4.93657623591751,5.16427944708598,4.85826242882712,11.0787122578322,193.748141855964,0.302852357418657,0.175257514177035,13.9095830917359,15.0334998965263,13.8614997863769,43.75,555.669921875,1.35901775583625,0.799238011240959
"Batrachoseps attenuatus","amphibian","Caudata","Plethodontidae",27,"tavg",0.262393631300348,0.268677299302705,0.0416666666666667,1.76559603824773,1.86972820499967,2.09473923761597,43.6780997547477,147.309679261133,0.856311888702271,0.434804580102374,5.1106662750244,5.10166692733764,6.551830291748,131.66667175293,484.019958496094,3.05669474601746,1.359938621521
"Bitia hydroides","reptile","Squamata","Homalopsidae",6,"tavg",0.303986578813109,0.313906253324699,0.333333333333333,0.160351793945486,0.0854976192705944,0.366296797258613,4.86581400248874,15.3134801058042,0.157267005830637,0.0774635825352594,0.406915664672901,0.261022567749002,0.8518257141113,12.08332824707,44.26000976562,0.43676841259002,0.21748822927475
"Boiga cyanea","reptile","Squamata","Colubridae",7,"tavg",0.234243740300845,0.238674892592704,0.25,1.41427345100459,1.46497635836103,1.42674457549151,108.877136734414,62.8204701653769,0.848356774580149,0.420903041857966,3.7300281524658,3.8411674499511,3.9736442565918,308.75,154.13000488281,1.92808127403259,1.05906295776367
"Boiga irregularis","reptile","Squamata","Colubridae",8,"tavg",0.304450666332916,0.314417672142412,0.2,0.177962900986928,0.14458133508389,0.240503262381738,4.03672284034892,38.7025480301607,0.34600235221418,0.13771528550004,0.510808944702198,0.3742160797119,0.736425399780199,10.58332824707,94.2099609375,0.90401172637939,0.371949493885045
"Boiga multomaculata","reptile","Squamata","Colubridae",12,"tavg",0.15626898707782,0.157559985609053,0.111111111111111,3.15571402680068,3.19142868981842,3.18476596470442,109.0550636247,137.784232186821,1.04142291563809,0.445856068394702,11.0590000152588,11.4965000152588,11.6006660461426,342.916656494141,495.23999023438,2.95486128330231,1.18011799454689
"Boiga ochracea","reptile","Squamata","Colubridae",10,"tavg",0.381818181818182,0.402186407835085,0.142857142857143,1.79459566461373,1.57943925043527,2.06173947090656,51.3151444904765,110.352858514745,0.655799900630729,0.222553577785346,6.4485836029052,5.2640838623047,7.6300849914551,194.66667175293,406.69995117188,2.21760642528534,0.817523360252381
"Bufo americanus","amphibian","Anura","Bufonidae",5,"tavg",0.00908296173894129,0.00908321153334123,0.5,7.94371883481792,7.82890702380367,8.06375330413977,43.0802074830688,197.106542654839,1.09820745323565,0.828024302380468,15.4074997901917,14.9154167175293,15.9029171466827,80.3333358764648,401.899963378906,2.06015247106552,1.58535629510879
"Bufo boreas","amphibian","Anura","Bufonidae",11,"tavg",-0.468234573808368,-0.507806761969383,0.125,4.38888432500338,4.06709953868338,4.78675995674274,26.7768835355979,214.083048141513,0.538082943368888,0.283883001920541,11.8842496871948,10.1863330602646,13.6816682815552,91.9166669845581,585.080017089844,2.12090507149696,1.04538598656654
"Callisaurus draconoides","reptile","Squamata","Phrynosomatidae",11,"tavg",-0.0617404626413546,-0.0618190917303962,0.125,2.14144488702307,2.12842688341185,2.49419154428147,7.22421417590046,113.786976344902,0.298155217879799,0.0540774774639163,7.3170833587647,7.58005619049077,9.2403354644775,20.0833339691162,420.07006835937,0.986923117190602,0.148513346910477
"Cerberus rynchops","reptile","Squamata","Homalopsidae",11,"tavg",-0.339998476827282,-0.354090806696496,0.125,0.433995618986643,0.481126943997908,0.739811032923603,76.4146128035872,86.4751067812306,0.951444331580475,0.329255905428396,1.4893341064453,1.4728736877442,2.2034168243408,197.166671752929,208.52001953124,2.4653406739235,0.868289589881899
"Charina bottae","reptile","Squamata","Boidae",10,"tavg",-0.654555980146018,-0.783228679132406,0.142857142857143,2.99083056237482,3.97984028283231,2.22503386686411,23.208371494733,84.3896475466463,1.10847296028117,0.429742821232253,7.45183324813845,10.4528423547745,6.6063327789307,75.083335876465,261.289978027341,3.27213776111602,1.2602304816246
"Chrysopelea ornata","reptile","Squamata","Colubridae",14,"tavg",-0.0317204414686036,-0.0317310867883915,0.0909090909090909,2.81890870862191,2.71117463936486,3.02207183967454,97.0330991135789,138.15153263815,0.94155525214418,0.322114998259305,9.3913326263428,9.1138334274292,11.1045837402344,336.583320617676,532.830078125,2.94255805015564,0.986663281917577
"Coluber constrictor","reptile","Squamata","Colubridae",16,"tavg",0.200949938793226,0.203722269822076,0.0769230769230769,4.33406469708876,4.80530089787182,4.01099216893963,39.4602685255745,176.86287922407,0.844346402664633,0.409786421947625,13.0842494964599,14.770499765873,12.2663326263428,115.999996185302,555.199951171872,3.11488109827041,1.31178426742554
"Contia tenuis","reptile","Squamata","Dipsadidae",8,"tavg",0.225737785691688,0.229693810662585,0.2,2.35870998488038,2.77846946415399,2.20508299183539,37.4187991459746,118.039704578929,0.91542325490069,0.312302390399064,6.09283351898196,6.56666660308838,6.0169162750244,88,340.999938964844,2.34311163425445,1.03593528270721
"Crotalus atrox","reptile","Squamata","Viperidae",15,"tavg",-0.478661284838435,-0.521246232281169,0.0833333333333333,1.16537216754731,1.11249114115135,1.38480696522077,4.51231433653241,68.0504650577907,0.0938719434943517,0.0600796217015329,4.0536670684814,4.13941574096679,4.1668338775635,15.5,229.68994140625,0.307026103138924,0.207936927676201
"Crotalus mitchellii","reptile","Squamata","Viperidae",5,"tavg",-0.691748238161833,-0.851300438019897,0.5,3.06976341722776,3.473534027584,2.79104216538292,13.1067200633763,95.0291843245856,0.436334403403408,0.197511999058455,8.1124992370606,8.4840831756592,7.7390003204346,24.6666669845581,238.5,1.06615018844604,0.485288083553314
"Crotalus scutulatus","reptile","Squamata","Viperidae",12,"tavg",0.256447521427275,0.262302121937249,0.111111111111111,1.77914763166236,2.28829580051795,1.45690933903519,6.04449616124998,50.4112023164854,0.134766301336792,0.113211876942666,5.640832901001,7.87091684341427,3.8559169769287,23.8333330154419,177.07995605468,0.556470774114131,0.338663205504417
"Crotalus viridis","reptile","Squamata","Viperidae",24,"tavg",-0.290084424820419,-0.298658443022012,0.0476190476190476,3.28213570736399,3.60627160547251,3.15503801481238,26.2495976497667,138.121209272787,0.648616956846602,0.367904792889302,11.6052498817444,13.3499014079571,11.5177488327026,107.91667175293,445.930053710932,2.85584399104119,1.27011120319366
"Crotaphytus bicinctores","reptile","Squamata","Crotaphytidae",6,"tavg",0.645106512714126,0.766871350916194,0.333333333333333,6.17202746957193,6.58172383547493,5.8978098660205,9.63092038208996,243.494738251567,0.117585181809265,0.0510107399973725,14.4125833511352,15.9329164922238,12.8905849456787,20.1666660308838,559.08996582031,0.303920689970255,0.116171672940254
"Cryptobranchus alleganiensis","amphibian","Caudata","Cryptobranchidae",11,"tavg",-0.404778236155529,-0.429350340912729,0.125,1.33689853847945,1.06834886797074,1.61093707796293,4.11404607697359,73.1682708884125,0.161202380711045,0.18281672314127,4.20075035095217,3.37033343315125,5.0327501296998,17.25,217.820007324221,0.48253345489502,0.60497844219208
"Cylindrophis ruffus","reptile","Squamata","Cylindrophiidae",5,"tavg",-0.632455532033676,-0.745498154497404,0.5,1.7364709424632,2.02216336681771,1.45953461544333,87.4515306310594,53.3505777143703,0.82213571923732,0.331379687832129,3.5091667175293,3.9790000915528,3.1700820922851,201.166679382324,148.05993652344,2.09266698360443,0.862587988376615
"Dendrelaphis cyanochloris","reptile","Squamata","Colubridae",6,"tavg",0.403797659168249,0.428178174654766,0.333333333333333,1.9935484498517,1.65438631094405,2.33434308475515,25.8685636805761,102.482675301032,0.461232615579274,0.174713858128756,5.1295013427734,4.246166229248,6.0137500762939,73.750015258789,268.14001464844,1.16493058204651,0.45579481124877
"Dendrelaphis proarchos","reptile","Squamata","Colubridae",9,"tavg",0.409575965264842,0.435101611295284,0.166666666666667,2.23880679679802,2.41966084513077,2.12317823305655,86.9625992217645,102.67008472981,0.944015467375521,0.312064055533508,6.8796672821045,7.5237493515015,6.880666732788,255.583335876465,259.40002441406,2.86310744285583,0.860904693603512
"Dendrelaphis subocularis","reptile","Squamata","Colubridae",5,"tavg",-0.5,-0.549306144334055,0.5,0.563943100098295,0.659247660814231,0.605266890706986,38.6592768560088,20.6851374683877,0.295260432377722,0.095549920906341,1.4498329162598,1.7427501678467,1.696834564209,85.8333358764652,55.15002441406,0.7021610736847,0.250501692295072
"Diadophis punctatus","reptile","Squamata","Colubridae",20,"tavg",-0.141263515209506,-0.142214584561678,0.0588235294117647,4.28204747875189,4.27298651401565,4.54445645959402,22.3539527145723,223.495298305672,0.604978497686387,0.488777733471677,16.6001672744751,18.3271666765213,16.9487495422364,87.9166679382324,986.250061035154,2.47044610977173,1.8591673374176
"Dinodon septentrionale","reptile","Squamata","Colubridae",7,"tavg",0.375544360036082,0.394862267901537,0.25,3.7554851270341,3.65645485736995,3.88194731325765,51.5343450152394,162.059336905615,1.15777139210372,0.286991990889709,12.9355001449585,12.4810833930969,13.3913326263428,162.25,523.76000976562,3.27990126609803,0.911856710910797
"Dipsosaurus dorsalis","reptile","Squamata","Iguanidae",9,"tavg",0.323030104631315,0.335026557226768,0.166666666666667,2.09760341545175,2.31911711891734,1.91779392748695,4.60445473122859,69.5829151514274,0.050339651210289,0.0543333319522986,6.4535007476807,7.05541658401485,6.1423320770263,11.75,235.61999511719,0.16504643112421,0.171763122081757
"Elaphe taeniura","reptile","Squamata","Colubridae",6,"tavg",0.481277156408855,0.524645108842582,0.333333333333333,3.42223960813219,3.68136027112066,3.1669852603615,70.7965346736925,65.7490007639369,1.17058275615995,0.246324274122038,8.0969161987304,8.6957507133484,7.4986667633057,151.583343505859,157.52001953126,2.93891322612763,0.666371166706085
"Elgaria coerulea","reptile","Squamata","Anguidae",7,"tavg",-0.613799509856126,-0.714994991277612,0.25,3.8885408488427,4.50035779941763,3.37126968836089,37.1894470547072,104.144812668317,1.25509371820384,0.541973347040419,10.4172344207764,11.8059191703796,9.14150047302244,105.41667175293,311.180053710935,3.35533857345581,1.61867240071297
"Elgaria multicarinata","reptile","Squamata","Anguidae",23,"tavg",-0.250596162594067,-0.256048819846185,0.05,1.62576855524659,1.66319258718124,1.85289279582623,18.093355136905,112.64505323201,0.818773735417893,0.326176321195771,6.97883319854737,7.22393894195557,7.7378339767456,84.4999980926512,457.360046386714,3.04116731882095,1.23864901065826
"Ensatina eschscholtzii","amphibian","Caudata","Plethodontidae",13,"tavg",0.620022506644468,0.725041649082855,0.1,1.4501161687098,1.14107122145948,1.98183025630241,34.6239246573098,143.215837045235,0.778918111658807,0.281643548251297,4.1879167556763,3.60508394241333,6.1370868682861,105.66667175293,414.36999511719,2.53847551345825,0.83733761310577
"Eumeces skiltonianus","reptile","Squamata","Scincidae",9,"tavg",0.320700799576494,0.332428052165595,0.166666666666667,2.83926670645245,2.95481720150315,2.91777206330366,20.9982000881161,114.883199396058,0.943672751036147,0.336444042774639,9.52691602706907,9.43141685426235,9.6164989471435,67.6666679382326,347.600036621096,3.26475566625595,1.16858327388763
"Gambelia wislizenii","reptile","Squamata","Crotaphytidae",8,"tavg",0.550783815674793,0.619505759097121,0.2,2.7222837441444,2.97534284768688,2.66293476780116,9.31177763170636,135.262519901191,0.092633557326849,0.0208909837721767,9.2001667022705,9.34600019454959,9.0532512664795,28.6666669845581,414.71997070313,0.229062274098397,0.054938167333603
"Gerarda prevostiana","reptile","Squamata","Homalopsidae",6,"tavg",0.2,0.202732554054082,0.333333333333333,0.663399918953213,0.993325438588267,0.798124354763475,99.5647261894028,109.43789701947,0.935665214050538,0.181082913284588,1.8753852844238,2.3968811035156,1.7849330902099,241.666664123535,284.58996582031,2.38253462314605,0.505765080451965
"Gyrinophilus porphyriticus","amphibian","Caudata","Plethodontidae",5,"tavg",-0.624898283659277,-0.733001632683856,0.5,1.04349031084584,1.04688408017572,1.09159633786257,6.80874744309206,46.7803064819327,0.207144224615955,0.203421165196273,2.6646671295166,2.59258329868317,2.735333442688,17.5833358764648,115.229980468746,0.42195188999176,0.52085816860199
"Hemidactylus mabouia","reptile","Squamata","Gekkonidae",16,"tavg",-0.100220596760597,-0.100558177710677,0.0769230769230769,1.51048129014104,1.85775793720412,1.34333056172151,34.8674784582048,86.1860193199484,0.896841377260437,0.258669843931779,5.0245838165283,5.7365837097168,4.9243316650391,129.500007629395,323.75,2.63426852226258,0.869136959314346
"Hyla cadaverina","amphibian","Anura","Hylidae",7,"tavg",-0.0468472922179155,-0.0468816088474571,0.25,1.60018407670144,1.46897000167422,2.02186520389313,9.69827544254183,89.3855363824444,0.271166830205255,0.166612036516616,4.755916595459,3.92083358764649,6.0351657867431,29.5833339691162,247.36999511718,0.783493518829349,0.50923815369606
"Hyla regilla","amphibian","Anura","Hylidae",29,"tavg",-0.206806877053081,-0.209833239628822,0.0384615384615385,2.5381270288843,2.32625965692976,2.95476122366279,32.4724380041407,153.110205398215,0.905958506251753,0.414776926765211,12.4439992904664,11.144938826561,14.5717496871948,155.166661739349,619.820007324224,3.80712060630321,1.8566410690546
"Hylarana albolabris","amphibian","Anura","Ranidae",5,"tavg",0.225633114485083,0.229583522022842,0.5,1.79233762223464,1.84846672655339,1.89965015380383,17.6797923014316,51.2643771363855,0.646784788331863,0.290656769231742,3.9729156494141,4.6903324127197,4.3593330383301,40.0000076293948,144.26989746094,1.74099469184876,0.687302231788635
"Hyperolius ocellatus","amphibian","Anura","Hyperoliidae",7,"tavg",-0.0298043862404544,-0.0298132160401103,0.25,0.38589074960533,0.928503548783347,0.779939249817441,50.2868234745929,96.5729901083081,0.59137552663636,0.156893673729719,1.1870841979981,2.8217487335205,2.3746662139893,116.666664123535,263.22998046875,1.38701891899108,0.430070400238036
"Hyperolius riggenbachi","amphibian","Anura","Hyperoliidae",6,"tavg",0.205528696298741,0.208498317590635,0.333333333333333,0.977641746198615,1.19914794669926,0.8900218918573,10.0061649124488,46.3601516654327,0.109698818973591,0.081885826823206,2.64066696167,2.9879179000855,2.7182502746582,25.33332824707,116.83996582031,0.28398585319519,0.22997260093689
"Hypsiglena torquata","reptile","Squamata","Dipsadidae",8,"tavg",0.354096690566791,0.370120022598129,0.2,5.65616880052049,5.86460060018824,5.65393757907135,14.4078518209417,253.192560714141,0.472030787056821,0.331267459242325,15.1407499313355,15.7463332414627,15.0167493820191,42.5000009536743,688.879943847654,1.26642175763845,0.760630905628204
"Lampropeltis getula","reptile","Squamata","Colubridae",15,"tavg",0.232142857142857,0.236453194451848,0.0833333333333333,1.8730078216526,1.77017663630155,2.12030789512838,22.0438479196037,130.442331584477,0.636971239036945,0.367714491870203,7.9370832443238,7.23150062561033,8.6388320922851,73.6666660308838,522.93994140625,2.5904511809349,1.35635113716125
"Lamprophis lineatus","reptile","Squamata","Lamprophiidae",7,"tavg",-0.537650128280584,-0.600844368376852,0.25,1.71676744347315,1.63371741899518,1.80912192687101,36.1631720699499,69.6877171274562,0.728469168501388,0.148477380945039,4.0585269927979,3.9944515228271,4.2186641693115,86.5,154.97998046875,1.89734292030334,0.399204373359677
"Leptopelis aubryi","amphibian","Anura","Arthroleptidae",7,"tavg",0.161471932165666,0.162897666095676,0.25,1.00805112872293,1.27259515744945,1.43608539169719,47.7169834467864,117.179062676828,0.814024098202876,0.253193075112382,2.8360004425049,3.3200817108154,3.9214992523194,109.91665649414,307.53991699219,2.44232654571533,0.683745443820952
"Leptopelis boulengeri","amphibian","Anura","Arthroleptidae",5,"tavg",0.63114941094322,0.743324275521026,0.5,0.672003147336683,0.850799405666942,1.40906568787665,50.914265906409,125.898617347386,0.897831787325025,0.223595486351877,1.7028331756592,2.0611667633057,3.7964992523194,103.75,307.53991699219,2.44232654571533,0.544004440307617
"Leptopelis calcaratus","amphibian","Anura","Arthroleptidae",7,"tavg",0.227238468239884,0.231275636277395,0.25,0.751740078330247,0.930745655609183,0.80740091741402,35.4760752750315,51.2253095364429,0.298391618120759,0.333787504319511,1.7700004577637,2.4255828857422,2.3103332519532,95,147.55004882813,0.88806366920471,0.777139961719512
"Leptopelis notatus","amphibian","Anura","Arthroleptidae",6,"tavg",-0.831415869620396,-1.19270486532768,0.333333333333333,0.811140172774988,0.718343087905322,1.33357248194721,18.9000785181631,123.969915241491,0.649681062639073,0.330024100044405,1.9876651763916,1.9243335723877,3.1752490997315,43.33332824707,292.80004882812,1.56543445587158,0.777139961719512
"Leptopelis rufus","amphibian","Anura","Arthroleptidae",5,"tavg",-0.068529220680051,-0.0686368008550073,0.5,1.13821160306037,1.14290078057149,1.14357285127397,16.9529139889326,46.5726103502458,0.164666950065533,0.133149056283041,2.8360004425049,2.9422492980957,2.7318325042725,42.41665649414,108.07995605469,0.44741344451904,0.330772638320921
"Limnonectes kuhlii","amphibian","Anura","Dicroglossidae",7,"tavg",0.783820973660982,1.05520303348805,0.25,2.13660819368188,1.83456760586278,2.45119945733485,28.6542639496812,79.5836561402324,0.502452900206801,0.182546310088301,6.6513328552246,5.8302507400513,7.4695835113526,77.166671752929,230.33996582031,1.53940701484681,0.55573678016663
"Lycodon aulicus","reptile","Squamata","Colubridae",30,"tavg",0.198703482747419,0.201382379121373,0.037037037037037,1.57363934396196,1.56094908723235,1.72222235962884,99.5214500469436,97.012598629933,0.885044374331007,0.376295013967138,6.3651657104493,6.6815509796142,7.5617485046387,330.583320617676,365.96008300782,2.94255805015564,1.27858239412308
"Lycodon zawi","reptile","Squamata","Colubridae",5,"tavg",-0.7,-0.867300527694053,0.5,1.73629525164746,1.73131836503066,1.76032004139265,131.179922189031,46.696989172469,0.31518148488154,0.301096967599732,4.1316528320313,3.8791236877441,4.3850212097168,307.333320617676,110.4599609375,0.67872595787049,0.629376769065857
"Masticophis flagellum","reptile","Squamata","Colubridae",7,"tavg",-0.0714285714285715,-0.0715504218203368,0.25,2.41495655188261,3.48126308774235,1.4123225414475,42.6498291264024,43.2736070816777,0.824214206084892,0.206425460875543,5.9203329086304,8.72558307647703,3.6832504272461,97.416664123535,112.86999511719,2.25470015406609,0.639103591442108
"Masticophis lateralis","reptile","Squamata","Colubridae",11,"tavg",-0.214808275308016,-0.218206810992289,0.125,2.18857350483231,2.38946040575635,2.3942702356679,28.3495410245982,121.278324668561,0.538459286900749,0.34537832809504,7.4218330383301,7.45125007629394,7.3929996490478,85.2500019073488,395.2900390625,1.8317482471466,0.960788607597346
"Masticophis taeniatus","reptile","Squamata","Colubridae",5,"tavg",0.1,0.100335347731076,0.5,2.64454077533211,2.63334279635527,2.75532642725982,23.0879207432647,141.563624685642,0.546202145347748,0.373993754251502,6.19699954986569,6.18450009822846,6.6040000915528,56.9166669845581,338.98010253906,1.30919991433621,0.936890766024588
"Naja kaouthia","reptile","Squamata","Elapidae",5,"tavg",0.556702678244615,0.628042247689001,0.5,2.63845508640027,2.71005485009571,2.59806052119266,94.7461746934397,94.1078846620853,0.807815008475448,0.263244384112317,6.099416732788,6.3854389190674,6.0729999542236,225.499992370606,256.92004394532,1.76911389827728,0.562568724155425
"Nerodia sipedon","reptile","Squamata","Colubridae",7,"tavg",-0.577300133911384,-0.658403748809954,0.25,2.26470917339239,2.28138576255198,2.49006661612268,2.17967611035328,117.134218611255,0.222324735004719,0.135524267964787,7.3528642654419,7.82765316963197,6.8762540817261,6.9166641235352,305.210021972651,0.58856415748596,0.38239002227783
"Notophthalmus viridescens","amphibian","Caudata","Salamandridae",8,"tavg",0.474134713528798,0.515390695587424,0.2,8.02429831976489,8.10774591019454,7.98112594470939,43.2078424330294,212.950070513981,0.930280952340724,0.604945972623862,20.3613228797913,21.3691139221191,19.5123337507248,93.1666688919069,575.269958496094,2.02271682024002,1.3899040222168
"Oligodon albocinctus","reptile","Squamata","Colubridae",5,"tavg",-0.8,-1.09861228866811,0.5,4.01810990968134,3.85402463393636,4.18289425092707,68.388562784142,109.56014126824,1.44926982193269,0.511062166609428,7.5403194427491,7.4205732345581,7.7897491455078,144.000015258789,220.72998046874,3.10445988178253,1.06928038597107
"Oligodon cyclurus","reptile","Squamata","Colubridae",9,"tavg",0.0232789745890628,0.0232831809983247,0.166666666666667,1.84104066139675,2.10638945186728,1.63326407393311,96.9091027448122,64.1884949646443,0.746495438159854,0.314758981882165,4.5928325653077,5.2491664886475,4.5793342590332,284.333320617676,212.09997558594,1.77086400985718,0.790198802947999
"Pantherophis obsoletus","reptile","Squamata","Colubridae",21,"tavg",0.164336387838051,0.165840212608324,0.0555555555555556,4.22617813549713,4.57911458411529,3.93477399769762,105.563293078764,152.508186231118,0.757080770276592,0.403356578203188,13.9655838012695,14.9499998092652,13.0558319091797,316.666679382324,530.71997070312,2.70169281959533,1.18739771842956
"Pareas carinatus","reptile","Squamata","Pareatidae",5,"tavg",0.751303752530163,0.975941764436647,0.5,0.545570338418027,0.891762645505775,0.650998234397425,35.3619369417067,39.5220087500633,0.602343538881038,0.304029522091287,1.3313331604004,2.1681671142578,1.6404991149902,94.25,97.25,1.41434907913208,0.61625707149505
"Pituophis melanoleucus","reptile","Squamata","Colubridae",29,"tavg",0.119301172134409,0.119872050599733,0.0384615384615385,2.85274352790724,2.69230465540328,3.30175919586645,26.5485325023832,171.33259621346,0.858273267440661,0.437869625203334,13.944333076477,12.4358330965042,15.4508333206177,97.2499971389769,849.669982910161,3.73959177732468,1.66835740208625
"Plethodon cinereus","amphibian","Caudata","Plethodontidae",9,"tavg",0.296503582157289,0.30568179164287,0.166666666666667,7.1062111982733,7.02179501491191,7.19504640260847,41.4063119807869,176.384483816859,0.98027697310376,0.730606625810189,14.8684997558594,14.5637502670288,15.1770004034042,81.1666641235352,391.279968261719,2.14161643385887,1.66459774971008
"Polypedates megacephalus","amphibian","Anura","Rhacophoridae",6,"tavg",0.104849240334535,0.105236009957281,0.333333333333333,1.91929487336319,1.84540579958773,2.00467968719627,24.9446973580642,52.5909424802211,0.506223908722374,0.0937934533759606,5.5300006866455,5.3131666183472,5.7437515258789,69.083328247071,141.42993164063,1.30235743522644,0.28956067562103
"Protobothrops jerdonii","reptile","Squamata","Viperidae",7,"tavg",-0.5,-0.549306144334055,0.25,2.81865173537927,2.82891241412123,2.81398900304359,34.1245464468774,77.60637430048,0.676542324413178,0.205654960274725,8.92983341217038,9.05891680717466,8.802749633789,105.33332824707,261.329956054692,1.96304321289062,0.586966872215269
"Protobothrops mucrosquamatus","reptile","Squamata","Viperidae",5,"tavg",0.564288093646835,0.639102423769257,0.5,4.64103209424,4.52905621452175,4.7538671895202,22.8014838537073,158.235036398161,0.535840424994996,0.288849849265127,9.1327505111694,9.10200119018558,9.1634998321533,61.16667175293,308.03002929687,1.41780960559844,0.694379985332492
